Date,Tmax,Tmin,Rainfall,DayOfYear,Month,DayOfWeek,Rain_Flag,Weather
2011-05-10,22.61528350545304,17.91721091023824,0.0,130,5,1,0,Partly Cloudy
2011-05-11,20.406297530901835,18.31342252373345,0.1076889165319154,131,5,2,0,Partly Cloudy
2011-05-12,23.531471109840563,16.756084659092004,0.0,132,5,3,0,Partly Cloudy
2011-05-13,21.157823254897902,15.797968442665308,0.0,133,5,4,0,Partly Cloudy
2011-05-14,24.11909898334439,14.282159392916055,0.0,134,5,5,0,Partly Cloudy
2011-05-15,21.22397975937459,17.773039661698647,0.0,135,5,6,0,Partly Cloudy
2011-05-16,26.055074134194427,17.104477950577525,0.0,136,5,0,0,Sunny
2011-05-17,21.28257071734206,14.945680162114238,0.3530603341495573,137,5,1,0,Partly Cloudy
2011-05-18,22.100352577019805,15.513272416656871,0.0,138,5,2,0,Partly Cloudy
2011-05-19,24.268465676887548,15.548863651576584,0.0,139,5,3,0,Partly Cloudy
2011-05-20,20.07824610156769,13.953505666131289,0.0,140,5,4,0,Partly Cloudy
2011-05-21,22.895056019254422,14.881571710124614,0.0,141,5,5,0,Partly Cloudy
2011-05-22,24.95623058187202,14.338616016105489,0.3010192554070985,142,5,6,0,Partly Cloudy
2011-05-23,19.03046413123132,15.353082902415736,0.0,143,5,0,0,Cloudy
2011-05-24,22.51988904757188,14.797388683860746,0.0,144,5,1,0,Partly Cloudy
2011-05-25,22.57731094629732,13.399774369160207,0.0,145,5,2,0,Partly Cloudy
2011-05-26,23.529876006207456,18.810246529711208,0.0,146,5,3,0,Partly Cloudy
2011-05-27,19.40280168194163,17.5925032691323,0.0,147,5,4,0,Cloudy
2011-05-28,19.148077183596133,14.483764154555304,0.0,148,5,5,0,Cloudy
2011-05-29,22.74700130325153,16.00081481539283,0.0,149,5,6,0,Partly Cloudy
2011-05-30,22.213081182720632,16.159575920109923,0.5611583476951512,150,5,0,1,Mist
2011-05-31,22.0379819960563,17.262526188915395,0.0,151,5,1,0,Partly Cloudy
2011-06-01,22.149692300949503,14.19184957737877,0.0,152,6,2,0,Partly Cloudy
2011-06-02,20.01848491798367,17.003134228772094,0.0,153,6,3,0,Partly Cloudy
2011-06-03,21.766742317819485,14.48970649013783,0.0,154,6,4,0,Partly Cloudy
2011-06-04,21.81406512479344,13.255750518484335,0.0,155,6,5,0,Partly Cloudy
2011-06-05,19.7269093102466,16.295133341381277,0.0,156,6,6,0,Cloudy
2011-06-06,24.81688127652714,17.095870214149983,0.0675752427506095,157,6,0,0,Partly Cloudy
2011-06-07,21.96476716928332,18.99383438951785,1.7240677778405518,158,6,1,1,Drizzle
2011-06-08,18.568332589856528,13.266069811347958,0.0,159,6,2,0,Cloudy
2011-06-09,22.19997384706394,16.06918616847858,0.0,160,6,3,0,Partly Cloudy
2011-06-10,18.875538109807675,14.362729149493322,0.0,161,6,4,0,Cloudy
2011-06-11,22.33923161476485,16.11058175088201,0.0,162,6,5,0,Partly Cloudy
2011-06-12,23.024558390463845,12.689422735867453,0.0,163,6,6,0,Partly Cloudy
2011-06-13,19.010468385391647,12.9621284519187,0.0,164,6,0,0,Cloudy
2011-06-14,22.525228490691724,13.65512112779243,0.0,165,6,1,0,Partly Cloudy
2011-06-15,21.37287452741445,14.901564939981144,0.0,166,6,2,0,Partly Cloudy
2011-06-16,22.1424778269658,13.787228355076245,0.0,167,6,3,0,Partly Cloudy
2011-06-17,24.245211204289472,15.704719183157234,0.0,168,6,4,0,Partly Cloudy
2011-06-18,19.916353485329555,16.22533272952158,0.0,169,6,5,0,Cloudy
2011-06-19,18.857411798306348,15.554785200782964,0.2521688349826114,170,6,6,0,Cloudy
2011-06-20,18.545872127068776,17.055612149915177,0.8247448845990228,171,6,0,1,Mist
2011-06-21,18.65557157316739,15.224774444351802,0.0,172,6,1,0,Cloudy
2011-06-22,20.097565352472536,12.750893074400269,0.0,173,6,2,0,Partly Cloudy
2011-06-23,20.900945317270093,16.598113727653274,0.0,174,6,3,0,Partly Cloudy
2011-06-24,20.741201347131152,13.623739470520784,0.0,175,6,4,0,Partly Cloudy
2011-06-25,21.81367954498665,15.877146882368578,0.0,176,6,5,0,Partly Cloudy
2011-06-26,20.159133493873995,16.853792121915383,0.1384030486977283,177,6,6,0,Partly Cloudy
2011-06-27,23.016345651084247,15.161526263834329,0.1618410274278856,178,6,0,0,Partly Cloudy
2011-06-28,19.55844980831858,12.21719621260917,0.094281326907206,179,6,1,0,Cloudy
2011-06-29,25.508932352441075,13.0706975637186,0.3494637577902291,180,6,2,0,Sunny
2011-06-30,21.30310950602505,16.42035906767423,1.517297907847269,181,6,3,1,Drizzle
2011-07-01,18.322995719556072,14.172433554207824,0.2706470440130935,182,7,4,0,Cloudy
2011-07-02,17.88342137480928,14.537004762065305,0.7304967583693613,183,7,5,1,Mist
2011-07-03,20.980409843423185,15.549062133301184,0.3569953288018277,184,7,6,0,Partly Cloudy
2011-07-04,19.561164074327465,15.4501470446059,0.4533616292372879,185,7,0,0,Cloudy
2011-07-05,21.43108344072344,14.820357435355673,0.8691721148223006,186,7,1,1,Mist
2011-07-06,20.946920168503368,14.0873088867187,0.6436223342235976,187,7,2,1,Mist
2011-07-07,19.85452000167449,13.931121810293227,0.6897462207698315,188,7,3,1,Mist
2011-07-08,18.30869381844355,15.688445116143267,0.8501828030490166,189,7,4,1,Mist
2011-07-09,16.977060129469926,15.235082501790847,1.2259484275343349,190,7,5,1,Drizzle
2011-07-10,19.12056657009556,14.02356753103404,1.4843983988499732,191,7,6,1,Drizzle
2011-07-11,21.735602501989888,16.039131908829777,1.1254513672541877,192,7,0,1,Drizzle
2011-07-12,20.462564655782845,14.23051284457103,1.606233652619757,193,7,1,1,Drizzle
2011-07-13,17.55683225023543,13.156323603859995,1.2863964784401594,194,7,2,1,Drizzle
2011-07-14,20.410960556914265,13.306763045293312,1.7094353165393543,195,7,3,1,Drizzle
2011-07-15,20.853873792885697,12.990156068934963,1.606524573712624,196,7,4,1,Drizzle
2011-07-16,18.336510396373967,14.064342663237833,1.930703837823604,197,7,5,1,Drizzle
2011-07-17,20.435001404473137,16.33987225231175,3.928032914830764,198,7,6,1,Light Rain
2011-07-18,20.269627329762933,13.299604153463893,2.8744553770440504,199,7,0,1,Light Rain
2011-07-19,17.89525317075488,14.809549278018444,1.7117337121793224,200,7,1,1,Drizzle
2011-07-20,20.92706924168855,13.563012146253271,2.769883348367184,201,7,2,1,Light Rain
2011-07-21,21.365672230567466,14.18040866257454,1.9107091626232209,202,7,3,1,Drizzle
2011-07-22,22.445112560634925,12.33024523402118,3.3407105979849945,203,7,4,1,Light Rain
2011-07-23,22.42380897075516,14.290536062944936,2.1976181846400973,204,7,5,1,Light Rain
2011-07-24,17.60033779750002,14.3584155036825,2.3492415226632257,205,7,6,1,Light Rain
2011-07-25,18.52176329833398,15.488621280768502,2.25955833447014,206,7,0,1,Light Rain
2011-07-26,21.47147356782488,15.043903493268342,2.3531997203980537,207,7,1,1,Light Rain
2011-07-27,21.51520436588438,12.943754537413906,2.9663251033819504,208,7,2,1,Light Rain
2011-07-28,21.56618334395554,16.40155894600573,3.764790704095522,209,7,3,1,Light Rain
2011-07-29,28.292218178154872,15.126183198124794,2.971692001723242,210,7,4,1,Light Rain
2011-07-30,21.78140014815985,15.145323664507696,3.1949314144635466,211,7,5,1,Light Rain
2011-07-31,22.96579537676557,14.872491337405352,3.35575963497259,212,7,6,1,Light Rain
2011-08-01,22.659877321711928,14.149675485474535,2.927685266633555,213,8,0,1,Light Rain
2011-08-02,22.114013771880263,15.294565398111155,2.891395326306509,214,8,1,1,Light Rain
2011-08-03,20.242180441852376,15.724285905686022,2.950950582054129,215,8,2,1,Light Rain
2011-08-04,22.45425700118404,12.435079455119917,3.223370958133648,216,8,3,1,Light Rain
2011-08-05,19.456360881444127,14.293266661344346,3.231793915237504,217,8,4,1,Light Rain
2011-08-06,20.59614050243868,14.766423945537705,3.214120498951844,218,8,5,1,Light Rain
2011-08-07,20.16887060008914,15.581974295564562,3.3512983958526315,219,8,6,1,Light Rain
2011-08-08,21.37519883961101,17.03798190147754,3.398504014060124,220,8,0,1,Light Rain
2011-08-09,25.914632152984105,14.14210929185079,4.523051187126351,221,8,1,1,Light Rain
2011-08-10,17.626638799326777,14.60587565893043,3.5574177501285824,222,8,2,1,Light Rain
2011-08-11,22.81151095898081,14.638492238792423,3.910823164265496,223,8,3,1,Light Rain
2011-08-12,18.293324398263845,14.26083791329339,4.041833355492928,224,8,4,1,Light Rain
2011-08-13,20.65657850390788,14.999529822172324,4.062787844293942,225,8,5,1,Light Rain
2011-08-14,23.861925851344456,16.735020590168762,3.828791990437765,226,8,6,1,Light Rain
2011-08-15,21.898038677327552,14.05788180434912,4.0257086062497445,227,8,0,1,Light Rain
2011-08-16,19.701289302949803,16.341466793895247,3.946897415074592,228,8,1,1,Light Rain
2011-08-17,20.51529202896598,13.209276268212635,4.21924101462876,229,8,2,1,Light Rain
2011-08-18,23.39600949468467,14.983762803107412,4.155157469749421,230,8,3,1,Light Rain
2011-08-19,20.66876230341928,15.39641294647051,4.4998229403153776,231,8,4,1,Light Rain
2011-08-20,22.65683387321515,18.46903119520693,4.726507712979298,232,8,5,1,Light Rain
2011-08-21,22.411193079198103,15.611831122444304,4.602898781124487,233,8,6,1,Light Rain
2011-08-22,21.114664501464464,12.79064042749689,4.582173085866255,234,8,0,1,Light Rain
2011-08-23,26.80522327962692,13.163801210391512,4.610105224452821,235,8,1,1,Light Rain
2011-08-24,23.88626768184765,16.28394512556816,5.281847830531626,236,8,2,1,Light Rain
2011-08-25,18.67083367557406,17.225439477907354,4.625590899648842,237,8,3,1,Light Rain
2011-08-26,23.19828093651844,16.94094440132659,5.171137437910458,238,8,4,1,Light Rain
2011-08-27,21.60758618939617,16.70316654195455,5.272002040313681,239,8,5,1,Light Rain
2011-08-28,24.74331460742637,18.270302952742245,4.937570080207251,240,8,6,1,Light Rain
2011-08-29,21.56216549482457,15.793658049077283,4.909307881313509,241,8,0,1,Light Rain
2011-08-30,23.027931109918374,18.02254862903676,5.093053033950183,242,8,1,1,Light Rain
2011-08-31,24.3789809055258,14.310282115755792,4.9061633567983804,243,8,2,1,Light Rain
2011-09-01,25.213491353982093,15.479964926542197,4.9373788317195855,244,9,3,1,Light Rain
2011-09-02,21.19570155615397,14.206843966788144,5.022400881776567,245,9,4,1,Light Rain
2011-09-03,23.04291021622515,16.586070930530244,5.114143057785992,246,9,5,1,Light Rain
2011-09-04,22.878911036041725,17.010769334955032,5.38715414908184,247,9,6,1,Light Rain
2011-09-05,22.64026817976327,17.33400088977727,5.971938946732289,248,9,0,1,Light Rain
2011-09-06,27.597161125127545,17.339201880526453,5.289874913023686,249,9,1,1,Light Rain
2011-09-07,24.99670772038056,15.93939101270346,6.446987970581152,250,9,2,1,Light Rain
2011-09-08,21.786597993643014,17.13049486499935,6.656070083751519,251,9,3,1,Light Rain
2011-09-09,26.266805311132256,15.255586989007266,6.742221110744671,252,9,4,1,Light Rain
2011-09-10,28.799166873357265,19.63324159823077,6.166853248436908,253,9,5,1,Light Rain
2011-09-11,26.744578933713697,17.220314779480983,5.594343003845704,254,9,6,1,Light Rain
2011-09-12,21.76668630581717,17.030469187842105,5.4652940623023865,255,9,0,1,Light Rain
2011-09-13,23.96368253825681,20.235915971458645,5.849096070976428,256,9,1,1,Light Rain
2011-09-14,27.593606498588617,16.078479139826914,5.8765214274122135,257,9,2,1,Light Rain
2011-09-15,23.7729500346004,16.34342160503862,6.39860467226708,258,9,3,1,Light Rain
2011-09-16,26.20526575841412,16.478008344182314,8.063825053356123,259,9,4,1,Rainy
2011-09-17,26.997027790303296,18.111624705862013,5.933334346727189,260,9,5,1,Light Rain
2011-09-18,23.724787805499066,18.952501568515057,5.837035683766281,261,9,6,1,Light Rain
2011-09-19,25.591204600375058,19.50669192092581,5.770143466260474,262,9,0,1,Light Rain
2011-09-20,19.360005696971584,14.360005696971584,5.709467759120909,263,9,1,1,Light Rain
2011-09-21,23.92668946090028,15.208676639197051,6.05581454042177,264,9,2,1,Light Rain
2011-09-22,25.603852720731183,19.58939570014888,6.127415967703712,265,9,3,1,Light Rain
2011-09-23,23.747507286900152,17.934455696722548,6.572215904636817,266,9,4,1,Light Rain
2011-09-24,29.642501501200293,17.984752502002756,6.128176722832841,267,9,5,1,Light Rain
2011-09-25,23.6524821086794,18.02927721283965,6.951919029188163,268,9,6,1,Light Rain
2011-09-26,25.76820256233812,17.6906495688005,6.3010950948865565,269,9,0,1,Light Rain
2011-09-27,27.04569990182592,21.675740374982787,6.701401627932027,270,9,1,1,Light Rain
2011-09-28,29.803052799131503,20.507800345220343,5.966370676567876,271,9,2,1,Light Rain
2011-09-29,24.185389269690035,19.374773468270305,6.781031209101193,272,9,3,1,Light Rain
2011-09-30,29.52032782500624,21.46232385321792,6.432431471777824,273,9,4,1,Light Rain
2011-10-01,27.351592026482766,17.262994685162198,6.024415111852978,274,10,5,1,Light Rain
2011-10-02,25.50543238792496,17.631857086018215,6.047646348513535,275,10,6,1,Light Rain
2011-10-03,28.53013793395332,16.457200091506714,7.138713568532008,276,10,0,1,Rainy
2011-10-04,28.14164844313336,18.77134852620556,5.988308073051873,277,10,1,1,Light Rain
2011-10-05,26.68076936210546,20.159389971553264,6.26107409623332,278,10,2,1,Light Rain
2011-10-06,28.15851655292017,20.1675265349566,6.157548003916993,279,10,3,1,Light Rain
2011-10-07,27.385988851586465,20.33364409830681,6.485678378837076,280,10,4,1,Light Rain
2011-10-08,28.52130798946806,18.089406062676773,6.820730138160407,281,10,5,1,Light Rain
2011-10-09,29.75610470213381,21.507022461085235,6.200390426507508,282,10,6,1,Light Rain
2011-10-10,31.74131907500312,20.757941087257187,6.2505139642130345,283,10,0,1,Light Rain
2011-10-11,26.23092784311655,21.594172610738173,7.804994082781052,284,10,1,1,Rainy
2011-10-12,33.1096896195073,17.751392742751257,6.686404172659224,285,10,2,1,Light Rain
2011-10-13,25.076261316910976,21.15354212936587,7.016978606084539,286,10,3,1,Rainy
2011-10-14,28.81339024702827,19.00022444609332,6.247929803514241,287,10,4,1,Light Rain
2011-10-15,30.429787391728546,20.28122220630453,6.101310613325066,288,10,5,1,Light Rain
2011-10-16,29.95095791961656,21.77382927685712,6.211993063318036,289,10,6,1,Light Rain
2011-10-17,28.27898476686511,21.20370907393828,6.530085130594122,290,10,0,1,Light Rain
2011-10-18,29.2430972203308,19.88422923506277,6.004522718687496,291,10,1,1,Light Rain
2011-10-19,28.80780606750326,21.265075290051275,6.081694428010699,292,10,2,1,Light Rain
2011-10-20,28.749013094702857,19.05211685314844,5.947227755011249,293,10,3,1,Light Rain
2011-10-21,31.76031024266466,23.16817532788327,6.16503884831706,294,10,4,1,Light Rain
2011-10-22,30.907889710379525,21.227775087670224,6.683934157801053,295,10,5,1,Light Rain
2011-10-23,28.940142150063384,23.30599785479227,5.8860889592116905,296,10,6,1,Light Rain
2011-10-24,32.25657446104288,20.930364766479403,6.361209907755572,297,10,0,1,Light Rain
2011-10-25,31.20265894836017,21.026277952015,7.046701537105713,298,10,1,1,Rainy
2011-10-26,32.34370244271022,20.75630456356584,5.932648874288387,299,10,2,1,Light Rain
2011-10-27,32.10634879170393,23.307224673039308,6.31915303722917,300,10,3,1,Light Rain
2011-10-28,29.317370334296463,21.01860551330571,7.423073902718571,301,10,4,1,Rainy
2011-10-29,29.982385860543506,23.138816707278977,7.209137393566392,302,10,5,1,Rainy
2011-10-30,32.72380332480312,21.686772683685685,5.826373790209952,303,10,6,1,Light Rain
2011-10-31,32.575467932615744,19.38436423138674,5.72366635077123,304,10,0,1,Light Rain
2011-11-01,31.437441422882657,21.580000125887967,5.7171469992351565,305,11,1,1,Light Rain
2011-11-02,31.837385611224217,20.753249269680385,6.157230335905876,306,11,2,1,Light Rain
2011-11-03,34.28047930307665,22.65845874357337,6.160655167278768,307,11,3,1,Light Rain
2011-11-04,30.66332155852572,20.90691343182643,6.047914897080534,308,11,4,1,Light Rain
2011-11-05,33.060834132838714,24.165610210420976,5.69090537883303,309,11,5,1,Light Rain
2011-11-06,31.681253699079548,22.72333351223359,5.552368494374834,310,11,6,1,Light Rain
2011-11-07,31.76806556792941,22.676005589930583,5.820560161313701,311,11,0,1,Light Rain
2011-11-08,34.51752508236852,24.007818171557275,5.686247035420477,312,11,1,1,Light Rain
2011-11-09,34.08606737962847,24.55052467827048,5.934159485361023,313,11,2,1,Light Rain
2011-11-10,34.17620300115557,23.154280482753524,5.565737486528069,314,11,3,1,Light Rain
2011-11-11,35.272742369646465,22.106448879412525,5.445331568258658,315,11,4,1,Light Rain
2011-11-12,32.81501207735427,20.680148651693933,5.369896050173184,316,11,5,1,Light Rain
2011-11-13,34.2467156312178,22.388892146486736,5.273519160061563,317,11,6,1,Light Rain
2011-11-14,32.37063458808965,22.56799930092165,5.257417043576218,318,11,0,1,Light Rain
2011-11-15,33.74638022807552,23.72921944565749,5.113832057768187,319,11,1,1,Light Rain
